"TIME","TIME_LABEL","GEO","COICOP","UNIT","Value"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other services relating to the dwelling n.e.c.","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Electricity, gas and other fuels","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Electricity","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Gas","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Liquid fuels","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Solid fuels","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Heat energy","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Furnishings, household equipment and routine household maintenance","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Furniture and furnishings, carpets and other floor coverings","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Furniture and furnishings","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Carpets and other floor coverings","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Repair of furniture, furnishings and floor coverings","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Household textiles","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Household textiles","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Household appliances","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Major household appliances whether electric or not","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Small electric household appliances","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Repair of household appliances","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Glassware, tableware and household utensils","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Glassware, tableware and household utensils","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Tools and equipment for house and garden","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Major tools and equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Small tools and miscellaneous accessories","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Goods and services for routine household maintenance","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Non-durable household goods","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Domestic services and household services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Health","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Medical products, appliances and equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Pharmaceutical products","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other medical products","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Therapeutic appliances and equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Out-patient services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Medical services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Dental services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Paramedical services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Hospital services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Hospital services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Transport","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Purchase of vehicles","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Motor cars","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Motor cycles","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Bicycles","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Animal drawn vehicles","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Operation of personal transport equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Spare parts and accessories for personal transport equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Fuels and lubricants for personal transport equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Maintenance and repair of personal transport equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other services in respect of personal transport equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Transport services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Passenger transport by railway","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Passenger transport by road","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Passenger transport by air","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Passenger transport by sea and inland waterway","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Combined passenger transport","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other purchased transport services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Communications","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Postal services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Postal services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Telephone and telefax equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Telephone and telefax equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Telephone and telefax services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Telephone and telefax services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Recreation and culture","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Equipment for the reception, recording and reproduction of sound and picture","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Photographic and cinematographic equipment and optical instruments","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Information processing equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Recording media","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Repair of audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other major durables for recreation and culture","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Major durables for outdoor recreation","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Musical instruments and major durables for indoor recreation","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Maintenance and repair of other major durables for recreation and culture","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other recreational items and equipment, gardens and pets","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Games, toys and hobbies","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Equipment for sport, camping and open-air recreation","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Gardens, plants and flowers","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Pets and related products","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Veterinary and other services for pets","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Recreational and cultural services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Recreational and sporting services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Cultural services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Games of chance","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Newspapers, books and stationery","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Books","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Newspapers and periodicals","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Miscellaneous printed matter","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Stationery and drawing materials","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Package holidays","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Package holidays","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Pre-primary and primary education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Pre-primary and primary education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Secondary education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Secondary education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Post-secondary non-tertiary education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Post-secondary non-tertiary education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Tertiary education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Tertiary education","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Education not definable by level","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Education not definable by level","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Restaurants and hotels","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Catering services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Restaurants, cafés and the like","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Canteens","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Accommodation services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Accommodation services ","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Miscellaneous goods and services","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Personal care","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Hairdressing salons and personal grooming establishments","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Electrical appliances for personal care","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other appliances, articles and products for personal care ","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Prostitution","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Prostitution","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Personal effects n.e.c.","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jewellery, clocks and watches","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other personal effects","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Social protection","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Social protection ","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Insurance","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Insurance connected with the dwelling","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Insurance connected with health","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Insurance connected with transport","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other insurance","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Financial services n.e.c.","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other financial services n.e.c.","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other services n.e.c.","Per mille",":"
"2015","2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Other services n.e.c. ","Per mille",":"
"2015","2015","Euro area (18 countries)","Food and non-alcoholic beverages","Per mille",":"
"2015","2015","Euro area (18 countries)","Food","Per mille",":"
"2015","2015","Euro area (18 countries)","Bread and cereals","Per mille",":"
"2015","2015","Euro area (18 countries)","Rice","Per mille",":"
"2015","2015","Euro area (18 countries)","Bread","Per mille",":"
"2015","2015","Euro area (18 countries)","Other bakery products","Per mille",":"
"2015","2015","Euro area (18 countries)","Pasta products and couscous","Per mille",":"
"2015","2015","Euro area (18 countries)","Other cereal products","Per mille",":"
"2015","2015","Euro area (18 countries)","Meat","Per mille",":"
"2015","2015","Euro area (18 countries)","Beef and veal","Per mille",":"
"2015","2015","Euro area (18 countries)","Pork","Per mille",":"
"2015","2015","Euro area (18 countries)","Lamb and goat","Per mille",":"
"2015","2015","Euro area (18 countries)","Poultry","Per mille",":"
"2015","2015","Euro area (18 countries)","Dried, salted or smoked meat and edible meat offal","Per mille",":"
"2015","2015","Euro area (18 countries)","Other preserved or processed meat and meat preparations","Per mille",":"
"2015","2015","Euro area (18 countries)","Other fresh, chilled or frozen edible meat","Per mille",":"
"2015","2015","Euro area (18 countries)","Fish and seafood","Per mille",":"
"2015","2015","Euro area (18 countries)","Fresh, chilled or frozen fish","Per mille",":"
"2015","2015","Euro area (18 countries)","Fresh, chilled or frozen seafood","Per mille",":"
"2015","2015","Euro area (18 countries)","Dried, smoked or salted fish and seafood","Per mille",":"
"2015","2015","Euro area (18 countries)","Other preserved or processed fish and seafood and fish and seafood preparations","Per mille",":"
"2015","2015","Euro area (18 countries)","Milk, cheese and eggs","Per mille",":"
"2015","2015","Euro area (18 countries)","Whole milk","Per mille",":"
"2015","2015","Euro area (18 countries)","Low fat milk","Per mille",":"
"2015","2015","Euro area (18 countries)","Preserved milk","Per mille",":"
"2015","2015","Euro area (18 countries)","Yoghurt","Per mille",":"
"2015","2015","Euro area (18 countries)","Cheese and curd","Per mille",":"
"2015","2015","Euro area (18 countries)","Other milk products","Per mille",":"
"2015","2015","Euro area (18 countries)","Eggs","Per mille",":"
"2015","2015","Euro area (18 countries)","Oils and fats","Per mille",":"
"2015","2015","Euro area (18 countries)","Butter","Per mille",":"
"2015","2015","Euro area (18 countries)","Margarine and other vegetable fats","Per mille",":"
"2015","2015","Euro area (18 countries)","Olive oil","Per mille",":"
"2015","2015","Euro area (18 countries)","Other edible oils","Per mille",":"
"2015","2015","Euro area (18 countries)","Other edible animal fats","Per mille",":"
"2015","2015","Euro area (18 countries)","Fruit","Per mille",":"
"2015","2015","Euro area (18 countries)","Citrus fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Bananas (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Apples (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Pears (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Stone fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Berries (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Other fresh, chilled or frozen fruits","Per mille",":"
"2015","2015","Euro area (18 countries)","Dried fruit and nuts","Per mille",":"
"2015","2015","Euro area (18 countries)","Preserved fruit and fruit-based products","Per mille",":"
"2015","2015","Euro area (18 countries)","Vegetables","Per mille",":"
"2015","2015","Euro area (18 countries)","Leaf and stem vegetables (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Cabbages (fresh or chilled)","Per mille",":"
"2015","2015","Euro area (18 countries)","Vegetable grown for their fruit (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Root crops, non-starchy bulbs and mushrooms (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (18 countries)","Dried vegetables","Per mille",":"
"2015","2015","Euro area (18 countries)","Other preserved or processed vegetables","Per mille",":"
"2015","2015","Euro area (18 countries)","Potatoes","Per mille",":"
"2015","2015","Euro area (18 countries)","Other tubers and products of tuber vegetables","Per mille",":"
"2015","2015","Euro area (18 countries)","Sugar, jam, honey, chocolate and confectionery","Per mille",":"
"2015","2015","Euro area (18 countries)","Sugar","Per mille",":"
"2015","2015","Euro area (18 countries)","Jams, marmalades and honey ","Per mille",":"
"2015","2015","Euro area (18 countries)","Chocolate","Per mille",":"
"2015","2015","Euro area (18 countries)","Confectionery products","Per mille",":"
"2015","2015","Euro area (18 countries)","Edible ices and ice cream","Per mille",":"
"2015","2015","Euro area (18 countries)","Other sugar products","Per mille",":"
"2015","2015","Euro area (18 countries)","Food products n.e.c.","Per mille",":"
"2015","2015","Euro area (18 countries)","Sauces, condiments","Per mille",":"
"2015","2015","Euro area (18 countries)","Salt, spices and culinary herbs","Per mille",":"
"2015","2015","Euro area (18 countries)","Other food products n.e.c.","Per mille",":"
"2015","2015","Euro area (18 countries)","Baker's yeast, dessert preparations, soups","Per mille",":"
"2015","2015","Euro area (18 countries)","Non-alcoholic beverages","Per mille",":"
"2015","2015","Euro area (18 countries)","Coffee, tea and cocoa","Per mille",":"
"2015","2015","Euro area (18 countries)","Coffee","Per mille",":"
"2015","2015","Euro area (18 countries)","Tea","Per mille",":"
"2015","2015","Euro area (18 countries)","Cocoa and powdered chocolate","Per mille",":"
"2015","2015","Euro area (18 countries)","Mineral waters, soft drinks, fruit and vegetable juices","Per mille",":"
"2015","2015","Euro area (18 countries)","Mineral or spring waters","Per mille",":"
"2015","2015","Euro area (18 countries)","Soft drinks","Per mille",":"
"2015","2015","Euro area (18 countries)","Fruit juices","Per mille",":"
"2015","2015","Euro area (18 countries)","Vegetable juices","Per mille",":"
"2015","2015","Euro area (18 countries)","Alcoholic beverages, tobacco and narcotics","Per mille",":"
"2015","2015","Euro area (18 countries)","Alcoholic beverages","Per mille",":"
"2015","2015","Euro area (18 countries)","Spirits","Per mille",":"
"2015","2015","Euro area (18 countries)","Wine","Per mille",":"
"2015","2015","Euro area (18 countries)","Beer","Per mille",":"
"2015","2015","Euro area (18 countries)","Tobacco","Per mille",":"
"2015","2015","Euro area (18 countries)","Tobacco","Per mille",":"
"2015","2015","Euro area (18 countries)","Narcotics","Per mille",":"
"2015","2015","Euro area (18 countries)","Narcotics","Per mille",":"
"2015","2015","Euro area (18 countries)","Clothing and footwear","Per mille",":"
